seed,weighted_accuracy,macro_f1,n_samples
0,0.9361111111111111,0.9348924121532001,360
1,0.975,0.9750026923788851,360
2,0.9194444444444444,0.9159042047897605,360
3,0.9333333333333333,0.9319162419065987,360
4,0.875,0.8692737784841649,360
