seed,weighted_accuracy,macro_f1,n_samples
0,0.45,0.4139370098158257,360
1,0.3861111111111111,0.3553635401400423,360
2,0.48333333333333334,0.46511052002090203,360
3,0.5416666666666666,0.485602609079897,360
4,0.4638888888888889,0.45591544385363303,360
