seed,weighted_accuracy,macro_f1,n_samples
0,0.7784090909090909,0.7691166130297623,1936
1,0.7505165289256198,0.7364821912719955,1936
2,0.7505165289256198,0.7367017968225125,1936
3,0.7422520661157025,0.7234915077386725,1936
4,0.7484504132231405,0.7305406577809881,1936
