class,f1_mean,f1_std
0,0.4496652922200669,0.09925370368297576
1,0.6634357800937452,0.04504452635160265
2,0.325849139960416,0.0714915297218161
3,0.3059492096518625,0.20316890307709934
4,0.23152742604635726,0.12400287219468897
