seed,weighted_accuracy,macro_f1,n_samples
0,0.7241735537190083,0.7091581711999649,1936
1,0.7164256198347108,0.6959574493524797,1936
2,0.7246900826446281,0.703906003607824,1936
3,0.7267561983471075,0.7115722350212053,1936
4,0.7257231404958677,0.7069452111371655,1936
