class,f1_mean,f1_std
0,0.9500928527597935,0.007923295159932295
1,0.828125672363209,0.041057706541951976
2,0.9105813684360706,0.05079543746145732
3,0.9831400559039978,0.010598269933919024
4,0.8615128638548969,0.026535683422943095
