class,f1_mean,f1_std,n_seeds
0,0.27975839984076206,0.031714575909274886,5
1,0.6162498056617463,0.043922509912753954,5
2,0.36170278058274336,0.052056920925881885,5
3,0.7431668217236844,0.04873995445296966,5
4,0.2233848194295681,0.056203056046034844,5
