seed,weighted_accuracy,macro_f1,n_samples
0,0.48055555555555557,0.4755363911061326,360
1,0.475,0.4612045264676844,360
2,0.425,0.40664554941376074,360
3,0.4888888888888889,0.454237917969163,360
4,0.4777777777777778,0.42663824228176345,360
