seed,weighted_accuracy,macro_f1,n_samples
0,0.6859504132231405,0.6780814661946555,1936
1,0.7097107438016529,0.7032712399389348,1936
2,0.7112603305785123,0.7023701046097718,1936
3,0.6890495867768595,0.6739196689481446,1936
4,0.7014462809917356,0.695208957757152,1936
