epoch,train_loss,val_loss,val_acc
1,1.291452060143153,0.7839376529057821,0.6455026455026455
2,0.6947607770562172,0.511630487938722,0.798941798941799
3,0.5291085789601008,0.4214954177538554,0.8492063492063492
4,0.437745528606077,0.3707873405267795,0.8677248677248677
5,0.3869594548208018,0.33236896619200706,0.8835978835978836
6,0.3516569531833132,0.29213398943344754,0.8783068783068783
7,0.31342588116725284,0.3046958477546771,0.8941798941798942
8,0.3007000239255528,0.3061405507226785,0.8756613756613757
9,0.2900446893957754,0.27280750187734765,0.917989417989418
10,0.2349322457642605,0.22034932610889277,0.9259259259259259
11,0.20249700266867876,0.2588446071992318,0.9153439153439153
12,0.21288447299351296,0.2136785282442967,0.917989417989418
13,0.22553253639489412,0.18558202994366488,0.9391534391534392
14,0.17469338692414263,0.12498667184263468,0.955026455026455
15,0.1453271369682625,0.16690269702424607,0.9417989417989417
16,0.1661409753918027,0.1242368861567229,0.9576719576719577
17,0.1395682826405391,0.1434241117288669,0.9576719576719577
18,0.09966235367270808,0.10942120916054894,0.9682539682539683
19,0.11361724960928161,0.11911285909203191,0.9629629629629629
20,0.12623324016264328,0.12995269343567392,0.9603174603174603
21,0.12523525536137944,0.08128152100834996,0.9708994708994709
22,0.08571677866469447,0.11102277005556971,0.9629629629629629
23,0.09494224206234018,0.09957894613035023,0.9603174603174603
24,0.08600827219197527,0.12535933040392896,0.9682539682539683
25,0.07448454961801569,0.08239170264763136,0.9761904761904762
26,0.07057843238969023,0.0893214091969033,0.9735449735449735
27,0.06076712215629717,0.0888485671118057,0.9788359788359788
28,0.09311093441404712,0.11293830817642932,0.9682539682539683
29,0.09076336949753265,0.08305253661819734,0.9814814814814815
30,0.053837361347783975,0.07552432464823748,0.9788359788359788
31,0.05251471521720911,0.0920300308886605,0.9708994708994709
32,0.049891236170272656,0.12229249684605747,0.9682539682539683
33,0.0598623166103304,0.11978585600930576,0.9708994708994709
34,0.06882424620562233,0.0884767763200216,0.9735449735449735
35,0.06049112653514991,0.07058803639180648,0.9788359788359788
36,0.0428034794361641,0.10201456046585615,0.9788359788359788
37,0.04978222955348125,0.08157903983374126,0.9841269841269841
38,0.06473564503054756,0.09125685682132219,0.9788359788359788
39,0.06808296674474452,0.07347372189785044,0.9814814814814815
40,0.04177671534125693,0.0876598655207393,0.9761904761904762
41,0.04168257706138926,0.07666286655391256,0.9788359788359788
42,0.03531575637316564,0.11748491467248338,0.9735449735449735
43,0.06537787089473568,0.0486685345240403,0.9920634920634921
44,0.06927395020708597,0.099897936762621,0.9656084656084656
45,0.042879121230119686,0.08141283149598166,0.9656084656084656
46,0.04900545745234316,0.12257575095281936,0.9735449735449735
47,0.0769823885736211,0.04741107806330547,0.9867724867724867
48,0.03521373052111206,0.07250394741034445,0.9814814814814815
49,0.02133631742617581,0.09865584637736902,0.9761904761904762
50,0.041736388026038185,0.1045515136696243,0.9761904761904762
51,0.039319700413519364,0.08649902261095122,0.9735449735449735
52,0.05002838013751898,0.08159031695686281,0.9814814814814815
53,0.044481793103235155,0.11207453310877706,0.9761904761904762
54,0.034851064604784675,0.09952315483436298,0.9735449735449735
55,0.03798440806228124,0.07350437514833175,0.9867724867724867
56,0.033692174610526614,0.10230408068552303,0.9708994708994709
57,0.04250871744928494,0.05964042974422531,0.9788359788359788
