seed,weighted_accuracy,macro_f1,n_samples
0,0.8805555555555555,0.8795227283706101,360
1,0.9111111111111111,0.9110088224012275,360
2,0.9083333333333333,0.9089481946624804,360
3,0.9166666666666666,0.9172059383326989,360
4,0.9277777777777778,0.9281193156591533,360
