seed,weighted_accuracy,macro_f1,n_samples
0,0.9388888888888889,0.9374509803921569,360
1,0.9388888888888889,0.9374509803921569,360
2,0.9361111111111111,0.9344439530198045,360
3,0.9611111111111111,0.9608410493827162,360
4,0.9444444444444444,0.9434035909445745,360
