seed,weighted_accuracy,macro_f1,n_samples
0,0.6973140495867769,0.681210969356933,1936
1,0.7138429752066116,0.7036706891750567,1936
2,0.7019628099173554,0.6830328772839009,1936
3,0.7277892561983471,0.7170747619743081,1936
4,0.7407024793388429,0.726469922355257,1936
