class,f1_mean,f1_std,n_seeds
0,1.0,0.0,5
1,0.8563208308126639,0.023564540276073794,5
2,0.8570310092367851,0.02268105886389712,5
3,1.0,0.0,5
4,0.9971631205673759,0.0038845571454267157,5
