seed,weighted_accuracy,macro_f1,n_samples
0,0.7272727272727273,0.7154881202787223,1936
1,0.7195247933884298,0.7106690450817822,1936
2,0.7303719008264463,0.7192498636237086,1936
3,0.7432851239669421,0.7341590336106322,1936
4,0.7479338842975206,0.7369534990202142,1936
