seed,weighted_accuracy,macro_f1,n_samples
0,0.09400826446280992,0.06305565731206347,1936
1,0.11363636363636363,0.08625566129094436,1936
2,0.10640495867768596,0.07504094762747571,1936
3,0.0996900826446281,0.06743309820797136,1936
4,0.10898760330578512,0.07745978264894621,1936
