seed,weighted_accuracy,macro_f1,n_samples
0,0.7035123966942148,0.6883639891194963,1936
1,0.7081611570247934,0.7021267258763878,1936
2,0.6911157024793388,0.6786309181584123,1936
3,0.6456611570247934,0.6300243984520156,1936
4,0.6838842975206612,0.6684216526867675,1936
