seed,weighted_accuracy,macro_f1,n_samples
0,0.8150826446280992,0.8098385406423629,1936
1,0.7918388429752066,0.7798577047752855,1936
2,0.7908057851239669,0.7837054578130748,1936
3,0.7846074380165289,0.7722638993227604,1936
4,0.8161157024793388,0.803120959272646,1936
