seed,weighted_accuracy,macro_f1,n_samples
0,0.6652892561983471,0.6452450666356587,1936
1,0.7035123966942148,0.685724354473414,1936
2,0.6797520661157025,0.6681418040244482,1936
3,0.7283057851239669,0.7150088765500678,1936
4,0.7448347107438017,0.7375333428568288,1936
