seed,weighted_accuracy,macro_f1,n_samples
0,0.6973140495867769,0.6949644166561263,1936
1,0.6420454545454546,0.6220229236542033,1936
2,0.7086776859504132,0.689340229089495,1936
3,0.6348140495867769,0.6125291612739622,1936
4,0.690599173553719,0.693101126940432,1936
