seed,weighted_accuracy,macro_f1,n_samples
0,0.42777777777777776,0.3831463439400399,360
1,0.36666666666666664,0.32283778814234043,360
2,0.25833333333333336,0.24531198496578951,360
3,0.41944444444444445,0.3792275140592593,360
4,0.2361111111111111,0.18870916754859157,360
