seed,weighted_accuracy,macro_f1,n_samples
0,0.5795454545454546,0.5585765225719334,1936
1,0.5723140495867769,0.529791365813159,1936
2,0.5955578512396694,0.5635509943054045,1936
3,0.5867768595041323,0.5520240287423148,1936
4,0.5625,0.5300984520091091,1936
