class,f1_mean,f1_std
0,0.9439938356449666,0.02624690739557685
1,0.8568049929534013,0.036902847083227296
2,0.9150503338674121,0.051258328609308894
3,0.983662207163376,0.00840921052585143
4,0.8768161419044675,0.03772216766135673
