seed,weighted_accuracy,macro_f1,n_samples
0,0.07954545454545454,0.04355101595860769,1936
1,0.05991735537190083,0.038151711684413676,1936
2,0.08212809917355372,0.040348888659908426,1936
3,0.04493801652892562,0.03472801096925348,1936
4,0.054235537190082644,0.028819185617089224,1936
