epoch,train_loss,val_loss,val_acc
1,3.277561300733815,2.9422865818286765,0.13100436681222707
2,2.864433397417483,2.740271259998453,0.18231441048034935
3,2.5894140342007512,2.85541623625262,0.18013100436681223
4,2.3095375475676163,2.443320354510998,0.2576419213973799
5,2.082807153722514,2.395704384507804,0.28329694323144106
6,1.8513403006221938,2.6485470677244254,0.27292576419213976
7,1.6493686079978942,2.7870690452641456,0.2631004366812227
8,1.4303748265556666,1.9553876395883232,0.41375545851528384
9,1.2596826511880626,2.4395437240600586,0.3662663755458515
10,1.062469740147176,2.615491069596389,0.36299126637554585
11,0.918464019505874,2.54220698619711,0.4012008733624454
12,0.7750230721805407,3.149834028605757,0.3471615720524017
13,0.7267750692108403,2.3489630921133635,0.4383187772925764
14,0.5595213584925818,2.4023637422199906,0.42903930131004364
15,0.48779439038556555,3.1827750596506843,0.39192139737991266
16,0.458216671516066,2.780085747611934,0.41866812227074235
17,0.46472338240431704,2.3008153870187957,0.4836244541484716
18,0.34644566217194434,2.5778564934072823,0.45032751091703055
