seed,weighted_accuracy,macro_f1,n_samples
0,0.7226239669421488,0.7133236152213898,1936
1,0.7572314049586777,0.7534594534133979,1936
2,0.7587809917355371,0.7522251343629159,1936
3,0.7365702479338843,0.7172714535861832,1936
4,0.7252066115702479,0.7179697378540602,1936
