seed,weighted_accuracy,macro_f1,n_samples
0,0.08419421487603305,0.05989697144748879,1936
1,0.06766528925619834,0.0525090471838412,1936
2,0.10898760330578512,0.06252525207124923,1936
3,0.11931818181818182,0.08143472427804638,1936
4,0.07334710743801653,0.038480953076217836,1936
