seed,weighted_accuracy,macro_f1,n_samples
0,0.9694444444444444,0.9695625208720958,360
1,0.9694444444444444,0.9695625208720958,360
2,0.9666666666666667,0.9668949771689498,360
3,0.975,0.9751535056404398,360
4,0.9694444444444444,0.9696493982208269,360
