class,f1_mean,f1_std,n_seeds
0,0.3019399160503514,0.052421282016085056,5
1,0.5758683824098639,0.0698016031137142,5
2,0.3589416120237094,0.1149916394483773,5
3,0.6423894807682353,0.19864281755078678,5
4,0.32922422823646363,0.12610217806607146,5
