seed,weighted_accuracy,macro_f1,n_samples
0,0.6993801652892562,0.6832312972125636,1936
1,0.7236570247933884,0.7209566134888435,1936
2,0.6466942148760331,0.6307433104449032,1936
3,0.7055785123966942,0.6849990590777878,1936
4,0.7236570247933884,0.7066371992397582,1936
