seed,weighted_accuracy,macro_f1,n_samples
0,0.7370867768595041,0.7276502421687125,1936
1,0.7644628099173554,0.7571789084499612,1936
2,0.7840909090909091,0.7787234235106361,1936
3,0.7401859504132231,0.7325996860237517,1936
4,0.762396694214876,0.7527605737120004,1936
