seed,weighted_accuracy,macro_f1,n_samples
0,0.7334710743801653,0.7179274685864796,1936
1,0.702995867768595,0.685289044571062,1936
2,0.7045454545454546,0.6816883366022921,1936
3,0.7128099173553719,0.6929184319954567,1936
4,0.71900826446281,0.6970601516100781,1936
