seed,weighted_accuracy,macro_f1,n_samples
0,0.9861111111111112,0.9861963920224666,360
1,0.9638888888888889,0.9636958929173287,360
2,0.9361111111111111,0.9347025167346021,360
3,0.9416666666666667,0.9404371851924299,360
4,0.9305555555555556,0.9283632231609109,360
