seed,weighted_accuracy,macro_f1,n_samples
0,0.9666666666666667,0.9665384615384616,360
1,0.9333333333333333,0.9321217048121382,360
2,0.9444444444444444,0.9435888430673055,360
3,0.9722222222222222,0.9721912189964934,360
4,0.9472222222222222,0.9463512000389465,360
