seed,weighted_accuracy,macro_f1,n_samples
0,0.9472222222222222,0.9463512000389465,360
1,0.9166666666666666,0.9118326118326119,360
2,0.9277777777777778,0.925287356321839,360
3,0.8638888888888889,0.857357991085463,360
4,0.9277777777777778,0.925287356321839,360
