class,f1_mean,f1_std
0,0.022641509433962266,0.04528301886792453
1,0.3622140182392493,0.03131589764631256
2,0.10632369748440237,0.06948829011114929
3,0.4833182635395203,0.10361724332503283
4,0.09301852345248973,0.08600576205522709
