epoch,train_loss,val_loss,val_acc
1,1.2945955209434032,0.6771393020947775,0.7645502645502645
2,0.640606263342003,0.5094377423326174,0.7962962962962963
3,0.5099644816170136,0.46735619008541107,0.8227513227513228
4,0.43511013748745125,0.3978494741022587,0.8253968253968254
5,0.41415388478587073,0.389928974211216,0.8333333333333334
6,0.3729870915412903,0.3735607663790385,0.8359788359788359
7,0.3407268178028365,0.3645111583173275,0.8412698412698413
8,0.3188480497337878,0.3764259144663811,0.8359788359788359
9,0.30938340614860255,0.29674310858050984,0.8862433862433863
10,0.26239348932479817,0.31855179741978645,0.8677248677248677
11,0.25780641272043187,0.3401323892176151,0.8597883597883598
12,0.2942212965960304,0.2194183332224687,0.9021164021164021
13,0.2057257757987827,0.19000894855707884,0.9232804232804233
14,0.1577902469628801,0.16037063859403133,0.9365079365079365
15,0.20185806338364878,0.12287829428290327,0.955026455026455
16,0.17161162958169976,0.21398572530597448,0.9285714285714286
17,0.13554230685501048,0.1397928580020865,0.955026455026455
18,0.140985740814358,0.159299045180281,0.9576719576719577
19,0.11754044812793533,0.14143909327685833,0.9603174603174603
20,0.0972271098192626,0.17900058149825782,0.9470899470899471
21,0.11863500997424126,0.2516165947696815,0.9365079365079365
22,0.10760454304787952,0.1906496026009942,0.9470899470899471
23,0.1368797013613706,0.13937321243186793,0.9470899470899471
24,0.13088677528624734,0.1505455907123784,0.955026455026455
25,0.0818398979511888,0.12201958510559052,0.9629629629629629
26,0.07642214484318781,0.0778727544626842,0.9814814814814815
27,0.08003963576629758,0.11317860047953825,0.9735449735449735
28,0.08926485764580623,0.11137158737983555,0.9735449735449735
29,0.05737901766163608,0.0901968222266684,0.9788359788359788
30,0.09969081302794318,0.16383563416699568,0.9391534391534392
31,0.05835329274608133,0.1113350378582254,0.9788359788359788
32,0.07035932490543928,0.07551776134641841,0.9761904761904762
33,0.06334201651043259,0.10273895476711914,0.9682539682539683
34,0.07184280100530789,0.14718536999619877,0.955026455026455
35,0.06527172623221607,0.10579262087897708,0.9761904761904762
36,0.03302815478430906,0.15963345840767337,0.9629629629629629
37,0.038215134646937564,0.11704132891221282,0.9788359788359788
38,0.03480644446972292,0.1308139765120965,0.9761904761904762
39,0.04187096978421323,0.07389327691635117,0.9867724867724867
40,0.03812632128150047,0.08904495926011198,0.9788359788359788
41,0.040019966256901775,0.05101049781660549,0.9867724867724867
42,0.03799599020567257,0.07343575120709527,0.9788359788359788
43,0.04138677649461897,0.07973004824695333,0.9814814814814815
44,0.029516418021861075,0.06524021176058643,0.9841269841269841
45,0.029463407098470878,0.08010845288905936,0.9841269841269841
46,0.02891824149871051,0.1400474782761497,0.9603174603174603
47,0.046355346710091304,0.11924318825670828,0.9814814814814815
48,0.03154736505530309,0.07112852769205347,0.9814814814814815
49,0.033636090139528584,0.09524486327912503,0.9735449735449735
50,0.030064086846929666,0.06782077827180426,0.9814814814814815
51,0.0397992286234512,0.06937220226488232,0.9867724867724867
