seed,weighted_accuracy,macro_f1,n_samples
0,0.6885330578512396,0.6851077287832461,1936
1,0.7148760330578512,0.7073161808802892,1936
2,0.6771694214876033,0.6644878569266036,1936
3,0.6859504132231405,0.6816270500647954,1936
4,0.7221074380165289,0.7164891291090112,1936
